trade_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,volatility_30d_outlier_flag,volume_j_outlier_flag,settlement_date_was_missing,credit_rating_was_missing,bid_was_missing,ask_was_missing,volatility_30d_was_missing,country_risk_was_missing,asset_class_was_missing,counterparty_name_hash,trader_id_hash,counterparty_id_hash
TRD007439,FR0000000102,2024-01-18,2024-01-22,bond,3983533.01,100.3333,39703,100.1515,100.5157,100.3336,3236865,19.28,nr,0,industrials,11.1,0,0,0,1,0,0,0,0,0,f82dee6071f4464bbeb32cb5cf0d902e1bb247de1f2dbdb43d08d1184b00bc94,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,687e1de6f4f5a091cac44dd1c83d611e6107cb716643e3eefaf90d31b765c1ac
TRD006352,FR0000000061,2024-01-05,2024-01-08,fx,277307.34,7.0105,39556,7.0011,7.0311,7.0161,4239522,40.97,b,0,industrials,18.5,0,0,0,0,0,0,0,0,1,1ee12a48db3d84a36ea106bcdd6580969700c6684e9af2b3386fb639996f504e,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,9a98694dba93816f76dde2b3da7d16bfa1ad4ebe5785684b064bd319300aa028
TRD002255,FR0000000051,2024-06-12,2024-06-14,derivative,1404718.92,43.1332,32567,43.0664,43.2086,43.1375,4007615,18.18,aaa,0,industrials,43.4,0,0,0,0,0,0,0,0,0,6ce52862481d40aa68e0ab8740a1f40cc815bd20a0500bab8859ef23a2f755ec,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,9f011745de538d613020eda7648fe3d53224eb8fd11afd340f9588eef29c911e
TRD000977,FR0000000106,2024-01-22,2024-01-24,bond,4113430.72,111.4147,36920,111.2185,111.5693,111.3939,2197070,12.04,bb,0,financials,52.7,0,0,0,0,0,0,0,0,0,6889444dd18e9fc5cde5c8ad799e66d31af402594f71151b9f832a8739d968d4,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,1c62be0806f85e36a48bf75837ce03c8b51c5b2eed0cca7bb4e0bd3bf5e32336
TRD002734,FR0000000051,2024-04-30,2024-05-02,bond,3105328.63,91.5675,33913,91.4944,91.88,91.6872,4425159,11.41,nr,0,industrials,10.8,0,0,0,1,0,0,0,0,0,f82dee6071f4464bbeb32cb5cf0d902e1bb247de1f2dbdb43d08d1184b00bc94,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,687e1de6f4f5a091cac44dd1c83d611e6107cb716643e3eefaf90d31b765c1ac
TRD004683,FR0000000096,2024-03-15,2024-03-18,bond,1607310.25,99.9074,16088,99.8636,99.9948,99.9292,2766849,9.24,aa,0,healthcare,10.8,0,0,0,0,0,0,0,0,0,f546dc9858b23194d1d7ced5ff7cd0fcf846b804981ca0f0d5c754890d5bf2e9,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,7e3d1dc029e2984c81053d0b089efcfeff87c6c823f851e8983e2bd001de4305
TRD005385,FR0000000048,2024-01-23,2024-01-25,equity,4189724.29,254.2617,16478,253.46,254.4995,253.97975,4258014,66.98,bb,0,healthcare,45.7,0,0,0,0,0,0,0,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD002589,FR0000000034,2024-04-22,2024-04-24,bond,2937948.01,91.2038,32213,91.0145,91.3086,91.16155,288148,72.96,a,0,technology,18.9,0,0,0,0,0,0,0,0,0,b529f7600e41e497182f7870990af3945f515807bc5fd28c6bcbd34485dc5bcb,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,514ac77a4966fbd19c75f018b26c7739b2466f589aad7495964acb12df8e80a5
TRD004184,FR0000000026,2024-03-05,2024-03-07,derivative,440988.71,31.3358,14073,31.326,31.3522,31.3391,2948413,23.86,d,1,utilities,38.1,0,0,0,0,0,0,0,0,0,9fd40a8a7e0d00a05dc85af8cf6224e5456d399ed37c09efbaaa3298366ebb8c,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,d9b02546d07ca78c94217a6337cb3759de30b87e5cf4fa96be4a9a20fc49c0ee
TRD001383,FR0000000033,2024-03-05,2024-03-07,equity,1575266.52,419.2884,3757,419.01,419.7096,419.3598,4811637,45.51,bbb,0,healthcare,66.5,0,0,0,0,0,0,1,0,0,322956d7abd6a38b18836a67ac60732943320a9c5e662e955e9a695ff5bb5a5b,0154091366bc155c6e8f4399ee20e439f61c6180df4a4f84860795aa854b205a,89ec9fa9df9dd6894206052923fab870535a6f3959e6c71ba500e0a120bc0eb4
TRD003501,FR0000000149,2024-04-16,2024-04-18,bond,2861745.35,106.8573,26781,106.7606,106.9089,106.83475,3995123,49.4,a,0,utilities,18.8,0,0,0,0,0,0,0,0,0,e7943185bb91358a0886acc9be977cfdf1641048882d97918eb347c6895b1de0,761210ee2e9f1afa3b5bfa392cbb5ff5b316c5af8c5da7109fa281cf5782b966,787aa91c3405e16afbc53b6fd7b57d25f72921c5faf06f3d85989904fab87e4e
TRD007962,FR0000000066,2024-06-20,2024-06-24,fx,40651.89,1.4206,28616,1.418405,1.421,1.419702,3484066,42.87,bbb,0,technology,39.7,0,0,0,0,0,0,0,0,0,58cca389665c8934d87bde10b2096873c280ec04632aefecb6a55d22d58cc364,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,319cba46fd970389b38b3376296ab68a6d48491c0df43967dce982554f7dd5c5
TRD000021,FR0000000134,2024-04-22,2024-04-24,bond,2086422.26,95.976,21739,95.9266,96.0048,95.9657,2529285,54.85,b,1,technology,16.8,0,0,0,0,0,0,0,0,0,c9b4df8ef96578fc68a2548d09e471f44c4bdd4752976c780aaabfec3c0da739,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,3b274186a5adb89e6c36e9236bf4164fedb36e1ab487ba9627bb78aa55dd6acd
TRD002213,FR0000000022,2024-03-18,2024-03-20,fx,12600.5,0.828,15218,0.825903,0.829,0.827452,2108600,53.74,bbb,0,technology,50.4,0,0,0,0,0,0,0,0,0,50e3f0170f50790b0ca934ffac1698cc2a1f26cec008abeb821bf9a00c189d38,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,9cf15b6eec5d98f27c3453735cd922a14e22d97f42d207d8e7c27cb34eeacd5e
TRD002716,FR0000000084,2024-04-09,2024-04-11,equity,29282712.71790002,732.2639,41994,731.82,733.2139,732.51695,1615485,51.14,a,0,technology,60.2,0,0,0,0,0,0,0,0,0,db06d340b4e8e68ffca7d87898df665bc80010bba6b9d7d3796fb999a29c4f8b,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,1819fe77d699b2de13c73a0046e8ac9e1172bcf649a1fa187a7e462241714b00
TRD003007,FR0000000054,2024-04-09,2024-04-11,fx,785466.5,22.204,35375,22.1936,22.2097,22.20165,3042486,18.99,a,0,real estate,66.6,0,0,0,0,0,0,0,0,1,1d9707cea493c8cceb76f84ef6e403644e794ad1cf15e76aa65a57b5da1e64c4,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,7d293c569100b17163d917c7e79ffb8d110786da24e263bba4b544dc9f2b4f9b
TRD004311,FR0000000082,2024-05-20,2024-05-22,equity,1577422.19,97.8125,16127,97.74,97.876,97.808,925583,45.52,b,0,industrials,14.2,0,0,0,0,0,0,0,0,0,cdfd0c25ff6b3986359e609239ade036ae7603bff3e28c691214ae4c00b5cf12,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,3c53042b6c9e396b93789b3d95014139171f0968131bd6d417169dae000b66f2
TRD005755,FR0000000010,2024-05-06,2024-05-08,derivative,1918879.75,45.4291,42239,45.3898,45.4444,45.4171,992584,76.95,ccc,0,financials,36.4,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,8163d124a5114cd5b1107d22548026ab98c5ed945adb0aef7ba007f447312e3a
TRD002856,FR0000000095,2024-02-12,2024-02-14,equity,1681114.71,83.5212,20128,83.26,83.6723,83.46615,224557,50.42,ccc,1,financials,42.7,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,8163d124a5114cd5b1107d22548026ab98c5ed945adb0aef7ba007f447312e3a
TRD007754,FR0000000049,2024-03-22,2024-03-25,fx,29555.25,1.4086,20982,1.407538,1.4094,1.408469,2721954,45.51,a,0,utilities,18.4,0,0,0,0,0,0,1,0,0,e7943185bb91358a0886acc9be977cfdf1641048882d97918eb347c6895b1de0,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,787aa91c3405e16afbc53b6fd7b57d25f72921c5faf06f3d85989904fab87e4e
TRD008742,FR0000000079,2024-03-11,2024-03-13,equity,8211494.79,207.5654,39561,207.54,207.6453,207.59265,3569516,78.05,aa,0,technology,38.3,0,0,0,0,0,0,0,0,0,312b3c69d2e4a2539e63cf202232c4f1c2875efe66b1aa64568173b916916d4e,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,cbda24d82bffdc989109b238b9dc824596cba5fa8b21fdc0b2c899c38b896aee
TRD000546,FR0000000049,2024-02-26,2024-02-28,fx,15992.06,0.9267,17257,0.926259,0.93,0.92813,4899745,45.51,a,0,real estate,70.9,0,0,0,0,0,0,1,0,0,1d9707cea493c8cceb76f84ef6e403644e794ad1cf15e76aa65a57b5da1e64c4,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,7d293c569100b17163d917c7e79ffb8d110786da24e263bba4b544dc9f2b4f9b
TRD002629,FR0000000131,2024-03-25,2024-03-27,bond,292379.86,104.7581,2791,104.6322,104.8202,104.7262,3474271,23.99,a,0,financials,37.0,0,0,0,0,0,0,0,0,0,f910def6426247ee203ac62a2113e30a0f15b621b0667db7df59f8002609f66c,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,4772c6c4b2e3a88e8065298a4e3ca0c9e02c4bf6e1642bffce0dac2c1bacafc3
TRD007307,FR0000000128,2024-03-20,2024-03-22,bond,208535.45,109.7555,1900,109.7486,109.8162,109.7824,219502,42.01,nr,0,financials,70.9,0,0,0,1,0,0,0,0,0,cbb1e8f16bb21d047a3a35073bbd599f495d8c3a5edcd200c4bd1073d5b5821e,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,9fe1ba1b031a29982e2992062f1ca3cacc124dc22c4ec67efbe9110d37597406
TRD005251,FR0000000131,2024-01-23,2024-01-25,fx,27827.54,1.1191,24866,1.116778,1.1198,1.118289,1643043,63.22,bb,1,healthcare,9.6,0,0,0,0,0,0,0,0,0,73febc43038874270d4339cb24a32eb5d65df135939770db904b6ecf4a5a5ef4,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,c89068fd46dad2624ededc82bdb70acbc3a596fd82049049bf7858e2de548b56
TRD001159,FR0000000063,2024-03-13,2024-03-15,fx,38808.87,0.9229,42051,0.922602,0.9235,0.923051,1150047,45.51,a,0,technology,50.6,0,0,0,0,0,0,1,0,0,db06d340b4e8e68ffca7d87898df665bc80010bba6b9d7d3796fb999a29c4f8b,e45f0c8575eb36a66c5b1b73f67205969b928b7f0eb3240aef25ff90ee6b7c04,1819fe77d699b2de13c73a0046e8ac9e1172bcf649a1fa187a7e462241714b00
TRD002593,FR0000000060,2024-04-29,2024-05-01,fx,29050.26,1.1196,25947,1.116463,1.1219,1.119181,3852563,14.45,a,0,healthcare,41.7,0,0,0,0,0,0,0,0,0,42194dc6bc24df88486c63ae655c44a464ba088043446f94642f5bcfd2db35fb,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,cfdf1716a4bfe3e39d22a4ba8621fddbad2f130a873e4acd7ee8be4be9e056a8
TRD008308,FR0000000106,2024-03-04,2024-03-06,derivative,573195.41,28.634,20018,28.5449,28.6757,28.6103,4753077,45.51,bb,0,healthcare,38.9,0,0,0,0,0,0,1,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD008420,FR0000000016,2024-04-12,2024-04-15,bond,515727.52,94.7506,5443,94.6461,94.7737,94.7099,4970440,53.11,nr,0,healthcare,71.3,0,0,0,1,0,0,0,0,0,477ace9750c0bb75927381af23050b1bb9c717a24cecb801cce77acc07d4068a,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,c616564d8838fe033d766e4a81d4d58f4f4e7c215a75015271543377d8837ade
TRD007757,FR0000000008,2024-05-22,2024-05-24,derivative,428368.94,10.4728,40903,10.4672,10.4743,10.47075,4408166,5.14,b,0,consumer discretionary,18.4,0,0,0,0,0,0,0,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD008325,FR0000000073,2024-04-29,2024-05-01,fx,23614.54,1.0096,23390,1.00888,1.0107,1.00979,4405361,45.51,b,1,consumer discretionary,12.3,0,0,0,0,0,0,1,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD005509,FR0000000127,2024-02-05,2024-02-07,equity,12408203.13,503.8455,24627,502.04,504.3401,503.19005,1324193,43.05,a,0,healthcare,42.5,0,0,0,0,0,0,0,0,0,42194dc6bc24df88486c63ae655c44a464ba088043446f94642f5bcfd2db35fb,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,cfdf1716a4bfe3e39d22a4ba8621fddbad2f130a873e4acd7ee8be4be9e056a8
TRD008246,FR0000000130,2024-03-06,2024-03-08,bond,334611.14,89.016,3759,88.8623,89.0832,88.97275,1908711,63.87,d,1,utilities,38.6,0,0,0,0,0,0,0,0,0,9fd40a8a7e0d00a05dc85af8cf6224e5456d399ed37c09efbaaa3298366ebb8c,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,d9b02546d07ca78c94217a6337cb3759de30b87e5cf4fa96be4a9a20fc49c0ee
TRD002852,FR0000000059,2024-01-12,2024-01-15,bond,2560119.57,98.4775,25997,98.4311,98.6197,98.5254,4740786,63.94,b,0,industrials,12.3,0,0,0,0,0,0,0,0,0,cdfd0c25ff6b3986359e609239ade036ae7603bff3e28c691214ae4c00b5cf12,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,3c53042b6c9e396b93789b3d95014139171f0968131bd6d417169dae000b66f2
TRD003973,FR0000000099,2024-04-19,2024-04-22,bond,445786.9,90.222,4941,90.0209,90.4352,90.22805,2337793,45.51,bbb,0,technology,40.1,0,0,0,0,0,0,1,0,0,68735d74b63994eb6a3c5c57f2bdad4ecfc3ecfdf0ca341a9d02d96740d6888b,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,636e978d6dce47dc89903c81489d40107e95b2a4c0716f1a039c9e38989a652e
TRD008576,FR0000000110,2024-03-21,2024-03-25,fx,9618.59,1.3051,7370,1.302513,1.3065,1.304506,2364744,22.26,bbb,0,financials,56.7,0,0,0,0,0,0,0,0,0,ec6126b1d9bc176546be78e3d637254d7eac39657deae1d045e4f81db7510ede,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,d69a979a1834268a96bfbc591ba6800183dd2cd5201cc8c91d626ebf17cb9872
TRD003710,FR0000000023,2024-04-19,2024-04-22,equity,841058.48,450.4866,1867,450.42,450.6485,450.53425,4015869,64.38,bbb,0,technology,39.1,0,0,0,0,0,0,0,0,0,97e1c0457e3e8b2b9f0bdeff5f92cc3a4d8f87e1107f07e95c0edc2eae5c87ff,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,5d1a2ec01a0df27c2da7a3815506fcb046381b57a73e615afcba920664259dd1
TRD004106,FR0000000080,2024-05-20,2024-05-22,derivative,1446399.86,38.4947,37574,38.4561,38.5081,38.4821,1679962,45.51,d,0,technology,13.7,0,0,0,0,0,0,1,0,0,9f35de8e44ea372b5e7515c5c3bcb7f9669bb862406294cc1fb85261285fc3ed,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,77efb69b8aefc1fa218c505b9447765990db987b81c30f70c4a518ec2c70c4a0
TRD000695,FR0000000112,2024-06-17,2024-06-19,derivative,1017021.41,28.7896,35326,28.7854,28.8127,28.79905,4674570,45.51,d,1,financials,25.9,0,0,0,1,0,0,1,0,0,6ba3aef6f74d87238d327c5acdc4a258a626050c05733937835d2b9e0c98893d,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,1dc0f52afc63d4704fec7eb1d3ad9b645230abc9c6ac56a548e1991c9def7529
TRD007860,FR0000000005,2024-01-11,2024-01-15,derivative,474600.83,10.407,45604,10.4025,10.4448,10.42365,3186732,17.36,nr,0,technology,54.5,0,0,0,1,0,0,0,0,0,db06d340b4e8e68ffca7d87898df665bc80010bba6b9d7d3796fb999a29c4f8b,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,1819fe77d699b2de13c73a0046e8ac9e1172bcf649a1fa187a7e462241714b00
TRD002012,FR0000000056,2024-04-18,2024-04-22,fx,2618.9734,1.2227,943,1.218791,1.2236,1.221195,4953682,12.15,a,0,consumer discretionary,50.8,0,0,0,0,0,0,0,0,0,e5d543dd4c5391cc3f8d8c44b259c117ef41f0dd4d8e0c0c70e681d48be01707,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,0be3151f95603608128101c878b429131ca17f61a65a98d683c66ba43fefac00
TRD003880,FR0000000094,2024-04-02,2024-04-04,equity,18856632.28,700.3912,26923,699.09,700.8969,699.99345,4838283,24.78,ccc,0,industrials,40.9,0,0,0,0,0,0,0,0,0,5e78fdb00b11408b08a651d3745bef4065d5864f28094e46f7b2d9233f93edf4,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,7f2a99118d5940d7c7a89b8ea1da390658b07438c67938cb56c094048403b59f
TRD002935,FR0000000144,2024-04-18,2024-04-22,bond,4903705.7,107.0795,45795,107.0428,107.2191,107.13095,467445,75.3,a,0,real estate,75.3,0,0,0,0,0,0,0,0,0,1d9707cea493c8cceb76f84ef6e403644e794ad1cf15e76aa65a57b5da1e64c4,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,7d293c569100b17163d917c7e79ffb8d110786da24e263bba4b544dc9f2b4f9b
TRD008377,FR0000000065,2024-04-22,2024-04-24,bond,398622.78,114.5797,3479,114.5299,114.7547,114.6423,2214739,74.08,aa,0,healthcare,17.3,0,0,0,0,0,0,0,0,0,f546dc9858b23194d1d7ced5ff7cd0fcf846b804981ca0f0d5c754890d5bf2e9,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,7e3d1dc029e2984c81053d0b089efcfeff87c6c823f851e8983e2bd001de4305
TRD004083,FR0000000089,2024-02-09,2024-02-12,fx,29385.07,1.0598,27727,1.059449,1.0612,1.060324,35362,36.46,bb,0,technology,73.9,0,0,0,0,0,0,0,0,0,eba48b362aec6f28e77dbdbcca0853d05ab088cb49e37b08fbcb260705efacff,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,ad68dc86721e93fb3a7afc896c88ab8091499a3cbcff6b6b4baa96c14f0b9177
TRD007803,FR0000000121,2024-05-27,2024-05-29,equity,17233268.32,643.0324,26800,642.69,644.7575,643.72375,2769674,63.39,bb,0,healthcare,39.3,0,0,0,0,0,0,0,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,0154091366bc155c6e8f4399ee20e439f61c6180df4a4f84860795aa854b205a,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD002271,FR0000000103,2024-03-25,2024-03-27,equity,222515.01,113.7021,1957,113.53,114.0065,113.76825,2730141,44.0,bbb,0,healthcare,67.3,0,0,0,0,0,0,0,0,0,477ace9750c0bb75927381af23050b1bb9c717a24cecb801cce77acc07d4068a,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,c616564d8838fe033d766e4a81d4d58f4f4e7c215a75015271543377d8837ade
TRD003700,FR0000000009,2024-05-13,2024-05-15,fx,19332.81,1.2729,15188,1.271977,1.2733,1.272638,135279,70.01,d,1,consumer discretionary,14.3,0,0,0,1,0,0,0,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD001777,FR0000000018,2024-06-07,2024-06-10,derivative,698370.87,37.2902,18728,37.189,37.3183,37.25365,1722326,63.49,b,0,industrials,19.1,0,0,0,0,0,0,0,0,0,1ee12a48db3d84a36ea106bcdd6580969700c6684e9af2b3386fb639996f504e,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,9a98694dba93816f76dde2b3da7d16bfa1ad4ebe5785684b064bd319300aa028
TRD003883,FR0000000068,2024-02-05,2024-02-07,fx,46427.57,0.9671,48007,0.96483,0.9688,0.966815,2331249,45.51,bbb,0,utilities,67.9,0,0,0,0,0,0,1,0,0,b1cf1ea2de50638aaf8c4fb058c7752f3b6a3f0330ea2fbc4aff0299f1aaf036,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,ad1d3e46d025d2d48cc212afc2a62ace520fce791badf64bad3401ef2cdef37a
TRD001536,FR0000000049,2024-03-05,2024-03-07,fx,7998.49,1.2055,6635,1.201382,1.2071,1.204241,4463644,15.4,d,1,industrials,8.0,0,0,0,1,0,0,0,0,0,cdfd0c25ff6b3986359e609239ade036ae7603bff3e28c691214ae4c00b5cf12,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,3c53042b6c9e396b93789b3d95014139171f0968131bd6d417169dae000b66f2
TRD007567,FR0000000083,2024-03-20,2024-03-22,derivative,113517.58,42.9178,2645,48.01285,48.11725,42.946,2297902,71.01,bb,1,technology,67.1,0,0,0,0,1,1,0,0,0,eba48b362aec6f28e77dbdbcca0853d05ab088cb49e37b08fbcb260705efacff,0154091366bc155c6e8f4399ee20e439f61c6180df4a4f84860795aa854b205a,ad68dc86721e93fb3a7afc896c88ab8091499a3cbcff6b6b4baa96c14f0b9177
TRD008112,FR0000000108,2024-06-24,2024-06-26,fx,47726.32,1.1951,39935,1.192581,1.1983,1.19544,1893094,32.11,bbb,0,healthcare,70.4,0,0,0,0,0,0,0,0,0,477ace9750c0bb75927381af23050b1bb9c717a24cecb801cce77acc07d4068a,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,c616564d8838fe033d766e4a81d4d58f4f4e7c215a75015271543377d8837ade
TRD004218,FR0000000049,2024-05-03,2024-05-06,bond,707124.42,105.7936,6684,105.5388,105.8859,105.71235,857255,67.08,nr,0,technology,59.1,0,0,0,1,0,0,0,0,0,50e3f0170f50790b0ca934ffac1698cc2a1f26cec008abeb821bf9a00c189d38,d067e379490cea7a30305b4977258ce4da1e4bddde10ccec9302e5291a71481d,9cf15b6eec5d98f27c3453735cd922a14e22d97f42d207d8e7c27cb34eeacd5e
TRD005707,FR0000000085,2024-06-06,2024-06-10,fx,17394.84,1.4141,12301,1.413471,1.4173,1.415386,3070296,45.51,b,0,healthcare,43.9,0,0,0,0,0,0,1,0,0,3961d3483dc07abf20ef23c1279aa2bfd776a1c96193c784321d0ebdd58b7cc0,e45f0c8575eb36a66c5b1b73f67205969b928b7f0eb3240aef25ff90ee6b7c04,32326423f44b98411268d93a48635c80021b692871240c14cf356969b7362dc7
TRD007850,FR0000000047,2024-03-21,2024-03-25,fx,119603.88,12.5463,9533,12.5305,12.5753,12.5529,683062,28.79,d,0,utilities,36.0,0,0,0,0,0,0,0,0,1,9fd40a8a7e0d00a05dc85af8cf6224e5456d399ed37c09efbaaa3298366ebb8c,2c583c5e437aeb30a4b7e240da5fc09375afe5f1a64c13142f970b7ffe12b06a,d9b02546d07ca78c94217a6337cb3759de30b87e5cf4fa96be4a9a20fc49c0ee
TRD002526,FR0000000025,2024-02-21,2024-02-23,fx,43822.8,1.008,43475,1.004845,1.0096,1.007223,2405485,34.26,a,0,technology,27.3,0,0,0,0,0,0,0,0,0,b529f7600e41e497182f7870990af3945f515807bc5fd28c6bcbd34485dc5bcb,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,514ac77a4966fbd19c75f018b26c7739b2466f589aad7495964acb12df8e80a5
TRD001462,FR0000000071,2024-02-26,2024-02-28,bond,3000035.02,91.6377,32738,91.5705,91.6703,91.6204,3138369,33.73,nr,0,healthcare,16.4,0,0,0,1,0,0,0,0,0,73febc43038874270d4339cb24a32eb5d65df135939770db904b6ecf4a5a5ef4,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,c89068fd46dad2624ededc82bdb70acbc3a596fd82049049bf7858e2de548b56
TRD000240,FR0000000045,2024-06-20,2024-06-24,fx,48605.89,1.0155,47864,1.014776,1.0184,1.016588,4770390,5.14,aa,0,technology,40.7,0,0,0,0,0,0,0,0,0,312b3c69d2e4a2539e63cf202232c4f1c2875efe66b1aa64568173b916916d4e,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,cbda24d82bffdc989109b238b9dc824596cba5fa8b21fdc0b2c899c38b896aee
TRD002294,FR0000000072,2024-06-27,2024-07-01,equity,9761677.77,359.5329,27151,358.58,359.676,359.128,4175201,30.13,bb,0,healthcare,12.9,0,0,0,0,0,0,0,0,0,292256403284bf5104395b5f21219b8427f68ee3bf50fc365e5881904058ae2f,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,6f20cda4e384c96d4c1461a48dde552bf3d17dca2a379c658a876340b9995ac7
TRD000069,FR0000000120,2024-03-28,2024-04-01,equity,5991366.12,125.9696,47562,125.49,126.0985,125.79425,4685077,45.51,bbb,0,technology,41.3,0,0,0,0,0,0,1,0,0,97e1c0457e3e8b2b9f0bdeff5f92cc3a4d8f87e1107f07e95c0edc2eae5c87ff,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,5d1a2ec01a0df27c2da7a3815506fcb046381b57a73e615afcba920664259dd1
